"Competition","Player","Team","Age","Position","Avg.Rating","Minutes","Goals","Assists","G+A","Impact"
"La Liga 2024/25","David López","Girona",35,"Centre-Back",6.63,2429,1,1,2,"0.83"
"La Liga 2024/25","Donny van de Beek","Girona",28,"Attacking-Mid",5.42,1421,2,2,4,"-0.38"
"La Liga 2024/25","Ferrán Ruiz","Girona",21,"Midfielder",5.47,18,0,0,0,"-"
"La Liga 2024/25","Gabriel Osei Misehouy","Girona",19,"Centre-Foward",5.1,257,1,0,1,"-"
"La Liga 2024/25","Iker Almena","Girona",20,"Wing-Back",6.34,48,0,1,1,"-"
"La Liga 2024/25","Iván Martín","Girona",26,"Midfielder",5.74,2039,1,1,2,"-0.06"
"La Liga 2024/25","Jhon Solis","Girona",20,"Midfielder",5.01,535,1,0,1,"-"
"La Liga 2024/25","Juanpe","Girona",34,"Centre-Back",5.89,727,0,0,0,"-"
"La Liga 2024/25","Kim Minsu","Girona",18,"Wing-Back",4.31,22,0,0,0,"-"
"La Liga 2024/25","Krapyvtsov Vladyslav","Girona",19,"Goalkeeper",4.1,180,0,0,0,"-"
"La Liga 2024/25","Ladislav Krejčí","Girona",26,"Centre-Back",6.61,2440,2,0,2,"0.81"
"La Liga 2024/25","Miguel Gutiérrez","Girona",23,"Left-Back",6.26,2458,1,5,6,"0.46"
"La Liga 2024/25","Oriol Romeu","Girona",33,"Midfielder",5.08,1356,0,0,0,"-0.72"
"La Liga 2024/25","Papa Ba","Girona",20,"Right-Midfielder",5.5,48,0,0,0,"-"
"La Liga 2024/25","Pau López","Girona",30,"Goalkeeper",4.39,45,0,0,0,"-"
"La Liga 2024/25","Paulo Gazzaniga","Girona",33,"Goalkeeper",5.73,3195,0,0,0,"-0.07"
"La Liga 2024/25","Portu","Girona",33,"Left-Winger",4.96,779,1,2,3,"-"
"La Liga 2024/25","Silvi Clúa","Girona",19,"Midfielder",5.74,163,0,0,0,"-"
"La Liga 2024/25","Viktor Tsyhankov","Girona",27,"Right-Winger",5.78,1913,2,5,7,"-0.02"
"La Liga 2024/25","Yangel Herrera","Girona",27,"Midfielder",6.07,2257,4,3,7,"0.27"
"La Liga 2024/25","Yaser Asprilla","Girona",21,"Right-Winger",5.78,1405,3,1,4,"-0.02"
"La Liga 2024/25","Adnan Januzaj","Las Palmas",30,"Right-Midfielder",5.37,598,2,1,3,"-"
"La Liga 2024/25","Alberto Moleiro","Las Palmas",21,"Left-Winger",6.03,2714,6,1,7,"0.63"
"La Liga 2024/25","Álex Muñoz","Las Palmas",30,"Left-Back",5.46,1415,3,0,3,"0.06"
"La Liga 2024/25","Álex Suárez","Las Palmas",32,"Centre-Back",5,2460,0,0,0,"-0.4"
"La Liga 2024/25","Andy Pelmard","Las Palmas",24,"Right-Back",5.22,205,0,0,0,"-"
"La Liga 2024/25","Arturo Rodríguez","Las Palmas",18,"Right-Winger",3.96,21,0,0,0,"-"
"La Liga 2024/25","Benito Ramírez","Las Palmas",29,"Left-Back",4.42,478,0,0,0,"-"
"La Liga 2024/25","Daley Sinkgraven","Las Palmas",29,"Left-Back",5.69,91,0,0,0,"-"
"La Liga 2024/25","Dario Essugo","Las Palmas",20,"Midfielder",5.29,1938,1,0,1,"-0.11"
"La Liga 2024/25","Diego Martín","Las Palmas",21,"Left-Winger",4.45,40,0,0,0,"-"
"La Liga 2024/25","Dinko Horkaš","Las Palmas",26,"Goalkeeper",5.89,1085,0,0,0,"0.49"
"La Liga 2024/25","Enzo Loiodice","Las Palmas",24,"Midfielder",4.58,684,0,0,0,"-"
"La Liga 2024/25","Fabio González","Las Palmas",27,"Midfielder",4.11,53,0,0,0,"-"
"La Liga 2024/25","Fábio Silva","Las Palmas",22,"Centre-Foward",6.11,1866,10,3,13,"0.71"
"La Liga 2024/25","Jaime Mata","Las Palmas",36,"Centre-Foward",4.39,656,0,0,0,"-"
"La Liga 2024/25","Jasper Cillessen","Las Palmas",35,"Goalkeeper",6.02,2335,0,0,0,"0.62"
"La Liga 2024/25","Javier Muñoz","Las Palmas",30,"Midfielder",5.48,2588,1,3,4,"0.08"
"La Liga 2024/25","José Campaña","Las Palmas",31,"Midfielder",5.29,1189,0,3,3,"-0.11"
"La Liga 2024/25","José Carlos González","Las Palmas",19,"Centre-Back",3.5,11,0,0,0,"-"
"La Liga 2024/25","Juan Herzog","Las Palmas",22,"Centre-Back",5.2,1315,0,0,0,"-0.2"
"La Liga 2024/25","Kirian Rodríguez","Las Palmas",28,"Midfielder",6.07,1758,0,3,3,"0.67"
"La Liga 2024/25","Manuel Fuster","Las Palmas",27,"Midfielder",4.99,1003,2,1,3,"-0.41"
"La Liga 2024/25","Marc Cardona","Las Palmas",29,"Centre-Foward",3.72,132,0,0,0,"-"
"La Liga 2024/25","Marvin","Las Palmas",24,"Right-Back",4.78,1038,0,0,0,"-0.62"
"La Liga 2024/25","Mika Mármol","Las Palmas",23,"Left-Back",5.61,2399,0,1,1,"0.21"
"La Liga 2024/25","Oliver McBurnie","Las Palmas",28,"Centre-Foward",5.29,1837,3,6,9,"-0.11"
"La Liga 2024/25","Pejiño","Las Palmas",28,"Centre-Foward",4.49,16,0,0,0,"-"
"La Liga 2024/25","Sandro Ramírez","Las Palmas",29,"Right-Winger",5.69,2034,9,3,12,"0.29"
"La Liga 2024/25","Scott McKenna","Las Palmas",28,"Centre-Back",5.62,2466,0,0,0,"0.22"
"La Liga 2024/25","Sergio Viera","Las Palmas",20,"Attacking-Mid",5.1,96,0,0,0,"-"
"La Liga 2024/25","Stefan Bajcetic","Las Palmas",20,"Midfielder",5.44,969,1,0,1,"0.04"
"La Liga 2024/25","Viti","Las Palmas",27,"Right-Back",5.77,1982,0,2,2,"0.37"
"La Liga 2024/25","Adrià Altimira","Leganés",24,"Wing-Back",5.18,1630,0,0,0,"-0.36"
"La Liga 2024/25","Aritz Arambarri","Leganés",26,"Centre-Back",5.16,177,0,0,0,"-"
"La Liga 2024/25","Dani Raba","Leganés",29,"Centre-Foward",6.52,1879,8,6,14,"0.98"
"La Liga 2024/25","Darko Brašanac","Leganés",33,"Midfielder",4.94,1617,1,2,3,"-0.6"
"La Liga 2024/25","Diego","Leganés",25,"Centre-Foward",4.34,1195,3,0,3,"-1.2"
"La Liga 2024/25","Duk","Leganés",25,"Left-Midfielder",5.71,179,0,0,0,"-"
"La Liga 2024/25","Enric Franquesa","Leganés",27,"Left-Back",5.42,616,1,0,1,"-"
"La Liga 2024/25","Javi Hernández","Leganés",27,"Left-Back",5.58,2389,2,1,3,"0.04"
"La Liga 2024/25","Jorge Sáenz","Leganés",28,"Centre-Back",5.79,1690,1,0,1,"0.25"
"La Liga 2024/25","Juan Cruz","Leganés",25,"Wing-Back",5.91,2257,5,4,9,"0.37"
"La Liga 2024/25","Juan Soriano","Leganés",27,"Goalkeeper",6.41,540,0,0,0,"-"
"La Liga 2024/25","Julián Chicco","Leganés",27,"Midfielder",5.59,302,0,1,1,"-"
"La Liga 2024/25","Marko Dmitrović","Leganés",33,"Goalkeeper",6.52,2880,0,0,0,"0.98"
"La Liga 2024/25","Matija Nastasić","Leganés",32,"Centre-Back",5.21,2110,1,0,1,"-0.33"
"La Liga 2024/25","Miguel","Leganés",25,"Centre-Foward",4.47,1724,1,3,4,"-1.07"
"La Liga 2024/25","Munir El Haddadi","Leganés",29,"Centre-Foward",4.95,862,4,0,4,"-0.59"
"La Liga 2024/25","Óscar Rodríguez Arnaiz","Leganés",26,"Attacking-Mid",5.32,1330,1,4,5,"-0.22"
"La Liga 2024/25","Renato Tapia","Leganés",29,"Midfielder",5.62,2424,1,0,1,"0.08"
"La Liga 2024/25","Roberto López","Leganés",24,"Attacking-Mid",4.66,396,0,1,1,"-"
"La Liga 2024/25","Sébastien Haller","Leganés",30,"Centre-Foward",4.14,404,0,0,0,"-"
"La Liga 2024/25","Sergi","Leganés",33,"Centre-Back",5.47,2957,2,0,2,"-0.07"
"La Liga 2024/25","Seydouba Cissé","Leganés",24,"Midfielder",5.77,2435,3,1,4,"0.23"
"La Liga 2024/25","Valentin Rosier","Leganés",28,"Right-Back",6.15,2595,1,2,3,"0.61"
"La Liga 2024/25","Yan Diomandé","Leganés",18,"Wing-Back",7.08,545,2,1,3,"-"
"La Liga 2024/25","Yvan Neyou","Leganés",28,"Midfielder",5.54,2312,1,1,2,"0"
"La Liga 2024/25","Abdón Prats","Mallorca",32,"Centre-Foward",4.24,456,2,0,2,"-"
"La Liga 2024/25","Antonio Raillo","Mallorca",33,"Centre-Back",6.21,3207,2,0,2,"0.55"
"La Liga 2024/25","Antonio Sánchez","Mallorca",28,"Midfielder",5.22,1395,0,0,0,"-0.44"
"La Liga 2024/25","Chiquinho","Mallorca",24,"Right-Midfielder",4.45,146,0,0,0,"-"
"La Liga 2024/25","Copete","Mallorca",25,"Centre-Back",5.51,1528,0,0,0,"-0.15"
"La Liga 2024/25","Cyle Larin","Mallorca",30,"Centre-Foward",5.17,1764,7,2,9,"-0.49"
"La Liga 2024/25","Dani Rodríguez","Mallorca",36,"Attacking-Mid",5.85,2162,4,7,11,"0.19"
"La Liga 2024/25","Daniel Luna","Mallorca",21,"Right-Midfielder",5.19,20,0,0,0,"-"
"La Liga 2024/25","David López","Mallorca",22,"Centre-Back",5.35,169,0,0,0,"-"
"La Liga 2024/25","Dominik Greif","Mallorca",28,"Goalkeeper",6.18,2790,0,0,0,"0.52"
"La Liga 2024/25","Jan Salas","Mallorca",19,"Centre-Foward",4.58,43,0,0,0,"-"
"La Liga 2024/25","Javier Llabrés","Mallorca",22,"Left-Winger",5.11,57,0,0,0,"-"
"La Liga 2024/25","Johan Mojica","Mallorca",32,"Left-Back",5.72,2755,1,2,3,"0.06"
"La Liga 2024/25","Leo Román","Mallorca",24,"Goalkeeper",7.01,630,0,0,0,"-"
"La Liga 2024/25","Manu Morlanes","Mallorca",26,"Midfielder",5.44,1338,0,0,0,"-0.22"
"La Liga 2024/25","Marc Domenech","Mallorca",19,"Left-Winger",4.68,303,0,0,0,"-"
"La Liga 2024/25","Martin Valjent","Mallorca",29,"Centre-Back",6.03,2763,3,0,3,"0.37"
"La Liga 2024/25","Mateu Morey","Mallorca",25,"Right-Back",5.36,741,0,0,0,"-"
"La Liga 2024/25","Omar Mascarell","Mallorca",32,"Midfielder",5.28,1992,1,0,1,"-0.38"
"La Liga 2024/25","Pablo Maffeo","Mallorca",27,"Right-Back",6.19,2368,0,2,2,"0.53"
"La Liga 2024/25","Roberto Navarro","Mallorca",22,"Right-Midfielder",6.03,1278,1,0,1,"0.37"
"La Liga 2024/25","Samu Costa","Mallorca",24,"Midfielder",5.77,2649,0,2,2,"0.11"
"La Liga 2024/25","Sergi Darder","Mallorca",31,"Left-Midfielder",5.83,2744,2,6,8,"0.17"
"La Liga 2024/25","Siebe Van Der Heyden","Mallorca",26,"Left-Back",6.86,97,0,0,0,"-"
"La Liga 2024/25","Takuma Asano","Mallorca",30,"Right-Winger",5.34,1054,2,1,3,"-0.32"
"La Liga 2024/25","Toni Lato","Mallorca",27,"Left-Back",5.14,621,0,0,0,"-"
"La Liga 2024/25","Valery Fernández","Mallorca",25,"Right-Winger",4.59,309,2,0,2,"-"
"La Liga 2024/25","Vedat Muriqi","Mallorca",31,"Centre-Foward",5.44,2058,7,2,9,"-0.22"
"La Liga 2024/25","Abel","Osasuna",24,"Left-Back",5.65,2074,2,0,2,"-0.13"
"La Liga 2024/25","Aimar Oroz","Osasuna",23,"Left-Midfielder",6.28,2966,5,4,9,"0.5"
"La Liga 2024/25","Aitor Fernández","Osasuna",33,"Goalkeeper",10,90,0,0,0,"-"
"La Liga 2024/25","Ante Budimir","Osasuna",33,"Centre-Foward",6.01,2952,21,4,25,"0.23"
"La Liga 2024/25","Bryan Zaragoza","Osasuna",24,"Left-Winger",6.01,1836,1,6,7,"0.23"
"La Liga 2024/25","Catena","Osasuna",30,"Centre-Back",6.01,3074,1,3,4,"0.23"
"La Liga 2024/25","Enzo Boyomo","Osasuna",23,"Centre-Back",6.04,2987,2,0,2,"0.26"
"La Liga 2024/25","Iker Benito","Osasuna",22,"Left-Midfielder",3.85,37,0,0,0,"-"
"La Liga 2024/25","Iker Muñoz","Osasuna",22,"Midfielder",4.71,610,0,1,1,"-"
"La Liga 2024/25","Jesús Areso","Osasuna",25,"Right-Back",6.08,3079,0,3,3,"0.3"
"La Liga 2024/25","Jon Moncayola","Osasuna",27,"Midfielder",5.3,2099,0,0,0,"-0.48"
"La Liga 2024/25","Jorge Herrando","Osasuna",24,"Centre-Back",5.66,1366,1,0,1,"-0.12"
"La Liga 2024/25","José Arnaiz","Osasuna",29,"Left-Midfielder",4.85,133,0,0,0,"-"
"La Liga 2024/25","Juan Cruz Armada","Osasuna",32,"Left-Back",4.98,1492,0,0,0,"-0.8"
"La Liga 2024/25","Kike Barja","Osasuna",28,"Left-Winger",5.57,315,0,1,1,"-"
"La Liga 2024/25","Lucas Torró","Osasuna",30,"Midfielder",5.46,2957,3,0,3,"-0.32"
"La Liga 2024/25","Moi Gómez","Osasuna",30,"Left-Midfielder",5.3,796,0,0,0,"-"
"La Liga 2024/25","Nacho Vidal","Osasuna",29,"Right-Back",5.12,124,0,0,0,"-"
"La Liga 2024/25","Pablo Ibáñez","Osasuna",26,"Midfielder",5.31,1294,1,1,2,"-0.47"
"La Liga 2024/25","Raúl","Osasuna",24,"Centre-Foward",4.96,750,4,0,4,"-"
"La Liga 2024/25","Rubén García","Osasuna",31,"Right-Winger",5.82,2413,5,5,10,"0.04"
"La Liga 2024/25","Rubén Peña","Osasuna",33,"Right-Winger",5.28,775,0,0,0,"-"
"La Liga 2024/25","Sergio Herrera","Osasuna",31,"Goalkeeper",7.22,3330,0,0,0,"1.44"
"La Liga 2024/25","Unai García","Osasuna",33,"Centre-Back",3.52,65,0,0,0,"-"
"La Liga 2024/25","Abdul Mumin","Rayo Vallecano",26,"Centre-Back",6.24,2017,2,1,3,"0.55"
"La Liga 2024/25","Adri Embarba","Rayo Vallecano",33,"Left-Midfielder",5.15,1607,1,1,2,"-0.54"
"La Liga 2024/25","Alfonso Espino","Rayo Vallecano",33,"Left-Back",5.36,833,0,1,1,"-"
"La Liga 2024/25","Álvaro García","Rayo Vallecano",32,"Left-Winger",5.78,2559,4,5,9,"0.09"
"La Liga 2024/25","Andrei Ratiu","Rayo Vallecano",26,"Right-Back",6.95,3065,2,3,5,"1.26"
"La Liga 2024/25","Aridane Hernández","Rayo Vallecano",36,"Centre-Back",5.48,1025,0,0,0,"-0.21"
"La Liga 2024/25","Augusto Batalla","Rayo Vallecano",29,"Goalkeeper",6.48,2880,0,0,0,"0.79"
"La Liga 2024/25","Cárdenas","Rayo Vallecano",28,"Goalkeeper",5.82,540,0,0,0,"-"
"La Liga 2024/25","Etienne Eto'o","Rayo Vallecano",22,"Centre-Foward",3.35,40,0,0,0,"-"
"La Liga 2024/25","Florian Lejeune","Rayo Vallecano",34,"Centre-Back",6.21,3325,2,3,5,"0.52"
"La Liga 2024/25","Gerard Gumbau","Rayo Vallecano",30,"Midfielder",4.89,849,0,1,1,"-"
"La Liga 2024/25","Isaac Palazón Camacho","Rayo Vallecano",30,"Attacking-Mid",5.85,2162,4,4,8,"0.16"
"La Liga 2024/25","Iván Balliu","Rayo Vallecano",33,"Right-Back",5.15,1200,0,0,0,"-0.54"
"La Liga 2024/25","James Rodríguez","Rayo Vallecano",33,"Attacking-Mid",5.02,140,0,0,0,"-"
"La Liga 2024/25","Jorge de Frutos","Rayo Vallecano",28,"Right-Winger",5.74,2495,6,3,9,"0.05"
"La Liga 2024/25","Óscar Trejo","Rayo Vallecano",36,"Attacking-Mid",5.16,496,1,0,1,"-"
"La Liga 2024/25","Óscar Valentín","Rayo Vallecano",30,"Midfielder",5.02,1835,0,0,0,"-0.67"
"La Liga 2024/25","Pathé Ciss","Rayo Vallecano",31,"Midfielder",5.87,2140,4,1,5,"0.18"
"La Liga 2024/25","Pedro Díaz","Rayo Vallecano",26,"Midfielder",5.73,1211,3,0,3,"0.04"
"La Liga 2024/25","Pelayo Fernandez","Rayo Vallecano",21,"Centre-Back",5.14,98,0,0,0,"-"
"La Liga 2024/25","Pep Chavarría","Rayo Vallecano",27,"Left-Back",6,2585,0,1,1,"0.31"
"La Liga 2024/25","Randy Nteka","Rayo Vallecano",27,"Centre-Foward",4.54,1129,3,0,3,"-1.15"
"La Liga 2024/25","Raúl de Tomás","Rayo Vallecano",30,"Wing-Back",2.87,22,0,0,0,"-"
"La Liga 2024/25","Sergi Guardiola","Rayo Vallecano",33,"Centre-Foward",4.15,362,0,0,0,"-"
"La Liga 2024/25","Sergio Camello","Rayo Vallecano",23,"Centre-Foward",5.67,1134,3,2,5,"-0.02"
"La Liga 2024/25","Unai López","Rayo Vallecano",29,"Midfielder",5.54,1707,3,1,4,"-0.15"
"La Liga 2024/25","Abde Ezzalzouli","Real Betis",23,"Left-Winger",6.2,1984,2,2,4,"0.25"
"La Liga 2024/25","Adrián","Real Betis",38,"Goalkeeper",5.91,1710,0,0,0,"-0.04"
"La Liga 2024/25","Aitor Ruibal","Real Betis",29,"Right-Back",5.57,1313,1,3,4,"-0.38"
"La Liga 2024/25","Ángel Ortíz","Real Betis",20,"Right-Back",6.6,353,0,1,1,"-"
"La Liga 2024/25","Antony","Real Betis",25,"Right-Winger",6.67,1362,5,2,7,"0.72"
"La Liga 2024/25","Assane Diao","Real Betis",19,"Right-Winger",5.38,277,1,2,3,"-"
"La Liga 2024/25","Carlos Guirao","Real Betis",21,"Midfielder",5.15,110,0,0,0,"-"
"La Liga 2024/25","Cédric Bakambu","Real Betis",34,"Centre-Foward",4.82,710,2,2,4,"-"
"La Liga 2024/25","Cucho","Real Betis",26,"Centre-Foward",7.22,1139,5,1,6,"1.27"
"La Liga 2024/25","Diego Llorente","Real Betis",31,"Centre-Back",6.34,2519,2,0,2,"0.39"
"La Liga 2024/25","Ezequiel Ávila","Real Betis",31,"Left-Winger",5.08,677,2,0,2,"-"
"La Liga 2024/25","Fran Vieites","Real Betis",25,"Goalkeeper",5.47,360,0,0,0,"-"
"La Liga 2024/25","Giovani Lo Celso","Real Betis",29,"Attacking-Mid",6.39,1457,8,3,11,"0.44"
"La Liga 2024/25","Héctor Bellerín","Real Betis",30,"Right-Back",6.19,580,0,2,2,"-"
"La Liga 2024/25","Iker Losada","Real Betis",23,"Attacking-Mid",4.87,336,0,0,0,"-"
"La Liga 2024/25","Isco","Real Betis",33,"Attacking-Mid",7.13,1547,9,8,17,"1.18"
"La Liga 2024/25","Jesus Rodríguez","Real Betis",19,"Left-Winger",5.87,1111,2,0,2,"-0.08"
"La Liga 2024/25","Johnny Cardoso","Real Betis",23,"Midfielder",6.19,2144,3,1,4,"0.24"
"La Liga 2024/25","Juanmi","Real Betis",31,"Left-Winger",5.01,244,0,0,0,"-"
"La Liga 2024/25","Marc Bartra","Real Betis",34,"Centre-Back",6.19,2099,2,1,3,"0.24"
"La Liga 2024/25","Marc Roca","Real Betis",28,"Midfielder",5.82,906,2,2,4,"-0.13"
"La Liga 2024/25","Mateo Flores","Real Betis",20,"Midfielder",4.51,153,0,0,0,"-"
"La Liga 2024/25","Nabil Fekir","Real Betis",31,"Attacking-Mid",6.75,180,0,1,1,"-"
"La Liga 2024/25","Natan","Real Betis",24,"Centre-Back",6.05,2175,1,1,2,"0.1"
"La Liga 2024/25","Nobel Mendy","Real Betis",20,"Centre-Back",4.06,108,0,0,0,"-"
"La Liga 2024/25","Pablo Fornals","Real Betis",29,"Midfielder",5.62,1827,2,0,2,"-0.33"
"La Liga 2024/25","Pablo Garcia","Real Betis",18,"Right-Winger",5.19,38,0,0,0,"-"
"La Liga 2024/25","Ricardo Rodríguez","Real Betis",32,"Left-Back",5.89,1274,0,1,1,"-0.06"
"La Liga 2024/25","Rodri","Real Betis",24,"Right-Winger",5.13,118,0,0,0,"-"
"La Liga 2024/25","Romain Perraud","Real Betis",27,"Left-Back",5.6,2002,2,2,4,"-0.35"
"La Liga 2024/25","Rui Silva","Real Betis",30,"Goalkeeper",6.52,1350,0,0,0,"0.57"
"La Liga 2024/25","Sergi Altimira","Real Betis",23,"Midfielder",5.92,1972,0,1,1,"-0.03"
"La Liga 2024/25","Sergio Arribas","Real Betis",21,"Left-Back",7.16,90,0,0,0,"-"
"La Liga 2024/25","Vitor Roque","Real Betis",19,"Centre-Foward",5.4,1235,4,0,4,"-0.55"
"La Liga 2024/25","William Carvalho","Real Betis",33,"Midfielder",5.24,484,0,0,0,"-"
"La Liga 2024/25","Youssouf Sabaly","Real Betis",32,"Right-Back",6.12,1581,0,1,1,"0.17"
"La Liga 2024/25","Andriy Lunin","Real Madrid",26,"Goalkeeper",7.43,630,0,1,1,"-"
"La Liga 2024/25","Antonio Rüdiger","Real Madrid",32,"Centre-Back",6.75,2291,0,0,0,"0.05"
"La Liga 2024/25","Arda Güler","Real Madrid",20,"Right-Winger",6.51,1250,3,4,7,"-0.19"
"La Liga 2024/25","Aurélien Tchouaméni","Real Madrid",25,"Centre-Back",6.71,2689,0,0,0,"0.01"
"La Liga 2024/25","Brahim Díaz","Real Madrid",25,"Right-Winger",6.32,1385,4,2,6,"-0.38"
"La Liga 2024/25","Dani Carvajal","Real Madrid",32,"Right-Back",6.69,609,1,0,1,"-"
"La Liga 2024/25","Dani Ceballos","Real Madrid",28,"Midfielder",5.98,1215,0,0,0,"-0.72"
"La Liga 2024/25","David Alaba","Real Madrid",32,"Centre-Back",5.44,317,0,0,0,"-"
"La Liga 2024/25","Éder Militão","Real Madrid",26,"Centre-Back",7.01,938,1,1,2,"0.31"
"La Liga 2024/25","Eduardo Camavinga","Real Madrid",22,"Midfielder",6.44,1102,1,2,3,"-0.26"
"La Liga 2024/25","Endrick","Real Madrid",18,"Centre-Foward",4.96,363,1,0,1,"-"
"La Liga 2024/25","Federico Valverde","Real Madrid",26,"Midfielder",7,3032,6,4,10,"0.3"
"La Liga 2024/25","Ferland Mendy","Real Madrid",29,"Left-Back",6.14,1005,0,1,1,"-0.56"
"La Liga 2024/25","Fran","Real Madrid",19,"Goalkeeper",3.15,90,0,0,0,"-"
"La Liga 2024/25","Fran Garcia","Real Madrid",25,"Left-Back",6.61,2171,0,2,2,"-0.09"
"La Liga 2024/25","Gonzalo García","Real Madrid",21,"Wing-Back",5.26,56,0,1,1,"-"
"La Liga 2024/25","Jacobo Ramón","Real Madrid",20,"Centre-Back",5.51,204,1,0,1,"-"
"La Liga 2024/25","Jesús Vallejo","Real Madrid",28,"Centre-Back",5.21,138,0,1,1,"-"
"La Liga 2024/25","Jude Bellingham","Real Madrid",21,"Left-Midfielder",7.54,2488,9,8,17,"0.84"
"La Liga 2024/25","Kylian Mbappé","Real Madrid",26,"Centre-Foward",8.28,2907,31,3,34,"1.58"
"La Liga 2024/25","Lucas Vázquez","Real Madrid",33,"Right-Back",6.85,2189,1,5,6,"0.15"
"La Liga 2024/25","Luka Modrić","Real Madrid",39,"Midfielder",6.36,1827,2,6,8,"-0.34"
"La Liga 2024/25","Raúl Asencio","Real Madrid",22,"Centre-Back",6.27,1670,0,1,1,"-0.43"
"La Liga 2024/25","Rodrygo","Real Madrid",24,"Right-Winger",6.81,1928,6,5,11,"0.11"
"La Liga 2024/25","Thibaut Courtois","Real Madrid",33,"Goalkeeper",6.27,2700,0,0,0,"-0.43"
"La Liga 2024/25","Víctor Muñoz","Real Madrid",21,"Wing-Back",5.17,36,0,0,0,"-"
"La Liga 2024/25","Vinicius Júnior","Real Madrid",24,"Left-Winger",7.06,2253,11,8,19,"0.36"
"La Liga 2024/25","Aihen Muñoz","Real Sociedad",27,"Left-Back",5.2,1098,0,0,0,"-0.49"
"La Liga 2024/25","Álex Remiro","Real Sociedad",30,"Goalkeeper",6.24,3240,0,0,0,"0.55"
"La Liga 2024/25","Álvaro Odriozola","Real Sociedad",28,"Right-Back",4.17,43,0,0,0,"-"
"La Liga 2024/25","Ander Barrenetxea","Real Sociedad",23,"Left-Midfielder",5.42,1263,1,3,4,"-0.27"
"La Liga 2024/25","Aritz Elustondo","Real Sociedad",31,"Centre-Back",5.46,1457,0,0,0,"-0.23"
"La Liga 2024/25","Arkaitz Mariezkurrena","Real Sociedad",20,"Centre-Foward",4.92,241,2,0,2,"-"
"La Liga 2024/25","Arsen Zakharyan","Real Sociedad",21,"Midfielder",5.59,73,1,0,1,"-"
"La Liga 2024/25","Beñat Turrientes","Real Sociedad",23,"Midfielder",5.23,942,0,0,0,"-0.46"
"La Liga 2024/25","Brais Méndez","Real Sociedad",28,"Midfielder",5.51,1531,3,2,5,"-0.18"
"La Liga 2024/25","Daniel Díaz","Real Sociedad",18,"Right-Midfielder",4.62,10,0,0,0,"-"
"La Liga 2024/25","Hamari Traoré","Real Sociedad",33,"Right-Back",5.81,700,0,1,1,"-"
"La Liga 2024/25","Igor Zubeldia","Real Sociedad",28,"Centre-Back",5.83,2269,0,0,0,"0.14"
"La Liga 2024/25","Javi López","Real Sociedad",23,"Left-Back",5.6,1936,0,0,0,"-0.09"
"La Liga 2024/25","Jon Aramburu","Real Sociedad",22,"Right-Back",5.81,2460,1,1,2,"0.12"
"La Liga 2024/25","Jon Martin","Real Sociedad",19,"Centre-Back",5.49,904,0,1,1,"-0.2"
"La Liga 2024/25","Jon Pacheco","Real Sociedad",24,"Centre-Back",5.08,854,0,0,0,"-"
"La Liga 2024/25","Luka Sučić","Real Sociedad",22,"Midfielder",5.83,1792,1,1,2,"0.14"
"La Liga 2024/25","Martín Zubimendi","Real Sociedad",26,"Midfielder",6.19,2962,2,1,3,"0.5"
"La Liga 2024/25","Mikel Oyarzabal","Real Sociedad",28,"Centre-Foward",5.45,2250,9,3,12,"-0.24"
"La Liga 2024/25","Nayef Aguerd","Real Sociedad",29,"Centre-Back",6.93,1760,0,0,0,"1.24"
"La Liga 2024/25","Olasagasti","Real Sociedad",24,"Midfielder",4.98,857,1,1,2,"-0.71"
"La Liga 2024/25","Orri Steinn Óskarsson","Real Sociedad",20,"Centre-Foward",4.3,944,3,0,3,"-1.39"
"La Liga 2024/25","Pablo Marín","Real Sociedad",21,"Midfielder",6.03,1239,1,2,3,"0.34"
"La Liga 2024/25","Sergio Gómez","Real Sociedad",24,"Left-Midfielder",5.86,2738,2,5,7,"0.17"
"La Liga 2024/25","Sheraldo Becker","Real Sociedad",30,"Right-Midfielder",5.13,995,2,1,3,"-0.56"
"La Liga 2024/25","Takefusa Kubo","Real Sociedad",23,"Right-Midfielder",6.41,2372,5,0,5,"0.72"
"La Liga 2024/25","Umar Sadiq","Real Sociedad",27,"Centre-Foward",5.05,227,0,0,0,"-"
"La Liga 2024/25","Unai Marrero","Real Sociedad",23,"Goalkeeper",6.81,180,0,0,0,"-"
"La Liga 2024/25","Urko González","Real Sociedad",23,"Midfielder",3.53,45,0,0,0,"-"
"La Liga 2024/25","Adrià Pedrosa","Sevilla",27,"Left-Back",5.82,2298,1,1,2,"-0.04"
"La Liga 2024/25","Akor Adams","Sevilla",25,"Centre-Foward",4.83,134,0,0,0,"-"
"La Liga 2024/25","Albert Sambi Lokonga","Sevilla",25,"Midfielder",5.45,1471,0,2,2,"-0.41"
"La Liga 2024/25","Álvaro Fernández","Sevilla",27,"Goalkeeper",5.38,747,0,0,0,"-"
"La Liga 2024/25","Álvaro Pascual","Sevilla",23,"Centre-Foward",8.83,408,1,0,1,"-"
"La Liga 2024/25","Carmona","Sevilla",23,"Right-Back",6.27,2942,0,0,0,"0.41"
"La Liga 2024/25","Chidera Ejuke","Sevilla",27,"Left-Winger",5.93,966,2,1,3,"0.07"
"La Liga 2024/25","Diego Iturralde","Sevilla",22,"Left-Winger",4.42,37,0,0,0,"-"
